Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;WCs;Franz_sisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Mensa;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Mensa;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Sehr stark
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Nahrung;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Pausenplatz;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher nicht gut;strenge Regeln;Musik;Schšnheit, Sport;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Klassenklima/ Umgang in Klasse;Deutsch;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;anderes;Mathematik;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Musik;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Mensa;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;kein Franz_sisch mehr;Deutsch;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nicht so streng;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Sport;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;anderes;Mathematik;Schšnheit, Sport;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Mathematik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Sport;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Franz_sisch;Planung, Konstruktion;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Schšnheit, Sport;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Musik;keine Angabe;Ja;Ja;Ja;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;Keine Angabe;Maennlich;Eher nicht gut;Gewalt/ Streit verhindern;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;Keine Angabe;Maennlich;Eher gut;nichts;Sport;Wirtschaft, Verwaltung;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Englisch;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;Kultur;Ja;Nein;Ja;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher nicht gut;Rauchproblem;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Sehr gut;WCs;Mathematik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Sehr gut;langsamer/ einfacher;Sport;Natur;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;Keine Angabe;Weiblich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Deutsch;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Ein anderes Fach;Chemie, Physik;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;Keine Angabe;Weiblich;Gar nicht gut;Mensa;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;nichts;Keine Angabe;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;strenge Regeln;Ein anderes Fach;Gestaltung, Kunst;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Holz, Innenausbau;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Mensa;Franz_sisch;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;weniger Tests/besser verteilt;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;farbigere Schule;Deutsch;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Englisch;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Deutsch;Verkehr, Logistik;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;Verkauf;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger lernen;Sport;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;Schšnheit, Sport;Ja;Ja;Ja;Eher nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Mathematik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Franz_sisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Gar nicht gut;strenge Regeln;Sport;Fahrzeuge;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Franz_sisch;Kultur;Ja;Ja;Ja;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Musik;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Sport;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;nicht so streng;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Mensa;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Franz_sisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Ausl_nder/Integration;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Mensa;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Franz_sisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;farbigere Schule;Mathematik;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Franz_sisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;keine Angabe;Nein;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Ausl_nder/Integration;Franz_sisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;farbigere Schule;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;nicht so streng;Deutsch;Wirtschaft, Verwaltung;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Pausenplatz;Sport;Verkauf;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Schule;Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Schule;Deutsch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Franz_sisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Sport;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Keine Angabe;2009;Orientierungsschule;Keine Angabe;Keine Angabe;Sehr gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;farbigere Schule;Deutsch;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Ausl_nder/Integration;Deutsch;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;weniger lernen;Musik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;l_ngere Pausen;Musik;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;weniger lernen;Musik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Gewalt/ Streit verhindern;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;Keine Angabe;Weiblich;Eher gut;Leistungsdruck verringern;Englisch;Natur;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;WCs;Englisch;Bildung, Soziales;Nein;Nein;Nein;Eher stark
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Pausenplatz;Musik;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger lernen;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger lernen;Musik;Natur;Nein;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Musik;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Gewalt/ Streit verhindern;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;weniger lernen;Sport;keine Angabe;Ja;Nein;Nein;Sehr stark
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;l_ngere Pausen;Musik;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Rauchproblem;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Gewalt/ Streit verhindern;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Ferien (mehr und l_nger) (Weihnachtsferien);Ein anderes Fach;keine Angabe;Ja;Ja;Ja;Sehr stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Ein anderes Fach;keine Angabe;Nein;Ja;Ja;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Schule;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher nicht gut;Leistungsdruck verringern;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Ein anderes Fach;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Rauchproblem;Ein anderes Fach;Schšnheit, Sport;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;kein Franz_sisch mehr;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Gewalt/ Streit verhindern;Ein anderes Fach;Elektrotechnik;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Mensa;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;l_ngere Pausen;Englisch;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Pausenplatz;Sport;keine Angabe;Ja;Ja;Nein;Sehr stark
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;kein Franz_sisch mehr;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Mathematik;Schšnheit, Sport;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Bildung, Soziales;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;keine Angabe;Nein;Ja;Ja;Eher stark
1;1;Maennlich;2009;Gymnasium;Keine Angabe;Maennlich;Eher gut;farbigere Schule;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Deutsch;keine Angabe;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Keine Angabe;Ausl_nder/Integration;Deutsch;keine Angabe;Ja;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Leistungsdruck verringern;Franz_sisch;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
